name_native,locale_id,Geo Region,summary_en,name_en,wikipedia_url_en,image_url,alt_names,how_to_eat_en,tags,Season,Notes,Often Contains,Meal
墨鱼仔烧肉,zh-CN,China,Baby Cuttlefish with Diced Pork,Baby Cuttlefish with Diced Pork,,,,,,,,,
龙井金元鲍,zh-CN,China,Braised Abalone with Longjing Tea Leaves,Braised Abalone with Longjing Tea Leaves,,,,,,,,,
龙凤琵琶豆腐,zh-CN,China,"Steamed Tofu with Egg, Chicken and Shrimp","Steamed Tofu with Egg, Chicken and Shrimp",,,,,,,,,
龙眼风味肠,zh-CN,China,Sausage Stuffed with Salty Egg,Sausage Stuffed with Salty Egg,,,,,,,,,
龙须蟹枣,zh-CN,China,Fried Crab Meat,Fried Crab Meat,,,,,,,,,
叉燒包,zh-HK,"China, Guangdong, Hong Kong","soft, fluffy steamed or baked buns filled with char siu (barbecued) pork",cha siu bao,https://en.wikipedia.org/wiki/Cha_siu_bao,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Char_siu_bao.jpg/1200px-Char_siu_bao.jpg?20140612191138,"chashao bao, char siu bao",,,,,"⚠️ Wheat,🐖 Pork",Snack (Savory)
油炸鬼,zh-HK,Hong Kong,A long strip of deep fried wheat flour dough,chinese donut,https://en.wikipedia.org/wiki/Youtiao,,youtiao,,,,,⚠️ Wheat,Snack (Savory)
蒸排骨,zh-HK,"China, Guangdong, Hong Kong",steamed pork ribs with black bean sauce and sometimes garlic and chili,steamed spare ribs,https://en.wikipedia.org/wiki/Spare_ribs,https://upload.wikimedia.org/wikipedia/commons/3/3e/Dimsumpaigui.jpg?20070627174908,paigu,,,,,"⚠️ Soy,🐖 Pork",Snack (Savory)
燒賣,zh-HK,"China, Guangdong, Hong Kong","open-faced dumplings filled with pork, shrimp, and sometimes mushrooms, typically steamed",siu mai,https://en.wikipedia.org/wiki/Shumai,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Shaomai_by_Kent_Wang_in_Seattle%2C_Vancouver.jpg/1599px-Shaomai_by_Kent_Wang_in_Seattle%2C_Vancouver.jpg?20070731045350,"shaomai, shui mai, shu mai, sui mai, shui mei, siu mai, shao mai, siew mai, siomay",,dumpling,,,"⚠️ Shellfish,⚠️ Wheat,🐖 Pork",Snack (Savory)
糯米雞,zh-HK,"China, Guangdong, Hong Kong","glutinous rice filled with chicken, Chinese mushrooms, Chinese sausage, sometimes dried shrimp or salted egg, wrapped in a dried lotus leaf and steamed",lo mai gai,https://en.wikipedia.org/wiki/Lo_mai_gai,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/2016_0716_Lo_Mai_Gai.jpg/1524px-2016_0716_Lo_Mai_Gai.jpg?20160718143403,"yiouvetsi, youvetsi",,greek,,,"⚠️ Egg,⚠️ Shellfish,🍗 Poultry,🐖 Pork",Snack (Savory)
肠腸粉,zh-HK,"China, Guangdong, Hong Kong","wide rice noodle rolls filled with ingredients such as shrimp, beef, or char siu, typically steamed and served with a savory soy sauce",cheung fun,https://en.wikipedia.org/wiki/Rice_noodle_roll,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/HK_SW_%E4%B8%8A%E7%92%B0_Sheung_Wan_%E6%98%9F%E6%9C%88%E6%A8%93_Sky_Cuisine_Chinese_Restaurant_breakfast_steamed_food_dim_sum_char_siu_rice_noodle_roll_October_2022_Px3_01.jpg/1600px-HK_SW_%E4%B8%8A%E7%92%B0_Sheung_Wan_%E6%98%9F%E6%9C%88%E6%A8%93_Sky_Cuisine_Chinese_Restaurant_breakfast_steamed_food_dim_sum_char_siu_rice_noodle_roll_October_2022_Px3_01.jpg?20221025133446,"changfen, cheong fun",,,,,"⚠️ Shellfish,⚠️ Soy,⚠️ Wheat,🐄 Beef,🐖 Pork",Snack (Savory)
芒果布丁,zh-HK,Hong Kong,"dessert pudding containing agar or gelatin, mango, evaporated milk, and sugar",mango pudding,https://en.wikipedia.org/wiki/Mango_pudding,https://upload.wikimedia.org/wikipedia/commons/0/0e/Mango_pudding.JPG?20081013022919,,,,,,⚠️ Milk,Snack (Sweet)/Dessert
芝麻球,zh-HK,"China, Guangdong",deep-fried glutinous rice ball coated with sesame seeds and filled with lotus paste or sweet bean paste,sesame ball,https://en.wikipedia.org/wiki/Jian_dui,https://upload.wikimedia.org/wikipedia/commons/4/4c/Zin_Deoi.jpg?20070610000213,"煎堆, jian dui",,,,,⚠️ Soy,Snack (Sweet)/Dessert
蘿蔔糕,zh-HK,"China, Guangdong","steamed savory cake made from shredded Chinese radish and rice flour, often pan-fried until crispy",turnip cake,https://en.wikipedia.org/wiki/Turnip_cake,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Food_%2825455396733%29.jpg/1600px-Food_%2825455396733%29.jpg?20190407110834,"luobogao, lo bak gau, lo baak gou, lo bak gow",,,,,"⚠️ Wheat,🐖 Pork",Snack (Savory)
蛋撻,zh-HK,"China, Guangdong, Hong Kong",small baked custard tart with a flaky pastry shell,egg tart,https://en.wikipedia.org/wiki/Egg_tart,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/HK_SSP_%E9%95%B7%E6%B2%99%E7%81%A3_Cheung_Sha_Wan_%E6%B7%B1%E7%9B%9B%E8%B7%AF_Sham_Shing_Road_%E6%B3%93%E6%99%AF%E6%BB%99%E5%95%86%E5%A0%B4_Banyan_Mall_shop_%E8%9B%8B%E6%92%BB%E7%8E%8B_King_Bakery_Studio_December_2019_SS2_egg_tarts.jpg/1600px-HK_SSP_%E9%95%B7%E6%B2%99%E7%81%A3_Cheung_Sha_Wan_%E6%B7%B1%E7%9B%9B%E8%B7%AF_Sham_Shing_Road_%E6%B3%93%E6%99%AF%E6%BB%99%E5%95%86%E5%A0%B4_Banyan_Mall_shop_%E8%9B%8B%E6%92%BB%E7%8E%8B_King_Bakery_Studio_December_2019_SS2_egg_tarts.jpg?20191229092231,dan ta,,,,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Snack (Sweet)/Dessert
蝦餃,zh-HK,"China, Guangdong, Hong Kong","shrimp dumplings wrapped in a translucent wheat starch skin, typically steamed",har gow,https://en.wikipedia.org/wiki/Har_gow,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Shrimp_dumplings.jpg/1599px-Shrimp_dumplings.jpg?20140123012039,"xiajiao, ha gau, ha gaau, ha gao, ha gow",,,,,"⚠️ Shellfish,⚠️ Wheat,🐖 Pork",Snack (Savory)
蠔油菜心,zh-HK,"China, Guangdong",choy sum vegetable topped with Oyster Sauce,choy sum in oyster sauce,,"https://en.wikipedia.org/wiki/Cantonese_cuisine#/media/File:Taste_of_Beijing,_Soho,_London_(4363228093).jpg",,,traditional,,,"Choy Sum,⚠️ Shellfish",Main
鮮竹捲,zh-HK,"China, Guangdong, Hong Kong","steamed tofu sheets rolled and filled with ingredients such as pork, shrimp, mushrooms, bamboo shoots, or vegetables",steamed tofu skin roll,https://en.wikipedia.org/wiki/Tofu_skin_roll,https://upload.wikimedia.org/wikipedia/commons/4/4e/Tofuskinroll.jpg,"xianzhujuan, sin zuk gyun",,,,,"⚠️ Soy,⚠️ Wheat",Snack (Savory)
鳳爪,zh-HK,"China, Guangdong, Hong Kong",chicken feet marinated in a black bean sauce and steamed until tender,phoenix claws,https://en.wikipedia.org/wiki/Chicken_feet,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/2015_0410_Chicken_feet_dim_sum.jpg/1200px-2015_0410_Chicken_feet_dim_sum.jpg?20150412222956,"fengzhua, ji zhua, ji jiao, chicken feet",,,,,"⚠️ Soy,🍗 Poultry",Snack (Savory)
γιουβέτσι,el-GR,Greece,baked lamb in a clay pot with kritharaki (a Greek pasta identical to risoni or orzo),giouvetsi,https://en.wikipedia.org/wiki/Giouvetsi,https://upload.wikimedia.org/wikipedia/commons/f/f9/Giouvetsi.JPG,,,greek,,,,Main
μπακλαβάς,el-GR,Greece,"a rich, sweet dessert pastry made of layers of filo filled with chopped nuts and sweetened and held together with syrup or honey",baklava,https://en.wikipedia.org/wiki/Baklava,https://upload.wikimedia.org/wikipedia/commons/4/40/Baklava_kymi_greece.jpg,,,greek,,,,Snack (Sweet)/Dessert
ντάκος,el-GR,Greece,"dry barley rusk, soaked in olive oil and topped with sliced tomatoes, herbs, feta cheese, and sometimes capers",dakos,https://en.wikipedia.org/wiki/Dakos,https://upload.wikimedia.org/wikipedia/commons/9/95/Koukouvagia.jpg,"koukouvagia , koukouvayia, κουκουβάγια, kouloukopsomo",,greek,,,⚠️ Milk,Side
ντολμαδάκια,el-GR,Greece,stuffed vine leaves with rice,dolmadakia,https://en.wikipedia.org/wiki/Dolma,https://upload.wikimedia.org/wikipedia/commons/6/63/Tolma_armenio.jpg,dolma,,greek,,,,Side
φασολάδα,el-GR,Greece,"bean soup made from beans, tomatoes, carrot, onion, celery, herbs, and olive oil",fasolada,https://en.wikipedia.org/wiki/Fasolada,https://upload.wikimedia.org/wikipedia/commons/9/91/Fasolada.JPG,fasoulada,,greek,,,,Side
beef manhattan,en-US,United States,"open faced sandwich with slices of roast beef, mashed potatoes and topped with gravy",,https://en.wikipedia.org/wiki/Beef_Manhattan,https://upload.wikimedia.org/wikipedia/commons/e/e1/Beef_Manhattan.jpg,,,american,,,"🐄 Beef,⚠️ Wheat,⚠️ Milk,⚠️ Egg",Main
chili dog,en-US,"United States of America, USA","a hot dog served in a bun and topped with a meat sauce, such as chili con carne",,https://en.wikipedia.org/wiki/Chili_dog,https://upload.wikimedia.org/wikipedia/commons/1/1a/Chili_dog_with_fries.jpg,,,american,,,"🐖 Pork,🐄 Beef,⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
frybread,en-US,"United States of America, US, USA, North America","a flat dough bread, fried or deep-fried in oil, shortening, or lard",,https://en.wikipedia.org/wiki/Frybread,https://upload.wikimedia.org/wikipedia/commons/e/e2/Navajo_Fry_Bread.jpg,,,"indigenous,native american,america,USA",,,🐖 Pork,Side
gumbo,en-US,United States,"a stew consisting primarily of a strongly flavored stock, meat or shellfish (or sometimes both), a thickener, celery, bell peppers, and onions",,https://en.wikipedia.org/wiki/Gumbo,https://upload.wikimedia.org/wikipedia/commons/5/5a/Gumbo.JPG,,,"cajun,creole",,,"Seafood,🐄 Beef,⚠️ Wheat,rice",Main
jambalaya,en-US,United States,"browned meat, sausage, vegetables and rice cooked in a seasoned broth until the rice is done",,https://en.wikipedia.org/wiki/Jambalaya,https://upload.wikimedia.org/wikipedia/commons/e/e0/Homemade_Jambalaya.JPG,,,"cajun,creole",,,"🐖 Pork,🍗 Poultry,🌶️ Spicy (Hot)",Main
poutine,en-CA,"Canada, Quebec",french fries topped with cheese curds and gravy.,,https://en.wikipedia.org/wiki/Poutine,https://upload.wikimedia.org/wikipedia/commons/6/6c/Poutine.JPG,,,,,,"⚠️ Milk,⚠️ Wheat",Snack (Savory)
bangers and mash,en-GB,"England, United Kingdom","sausages and mashed potatoes, usually served with onion gravy",,https://en.wikipedia.org/wiki/Bangers_and_mash,https://commons.wikimedia.org/wiki/File:Sausage_and_mash_with_peas.jpg,,,pub grub,,,🐖 Pork,Main
beef wellington,en-GB,"England, United Kingdom","a steak dish made out of fillet steak coated with pâté (often pâté de foie gras) and duxelles, wrapped in puff pastry, then baked",,https://en.wikipedia.org/wiki/Beef_Wellington,https://upload.wikimedia.org/wikipedia/commons/a/a9/Beef_Wellington_2019.jpg,,,,,,"🐄 Beef,⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
scone,en-GB,"Scotland, England, United Kingdom",small bread-like cakes often with raisins,,https://en.wikipedia.org/wiki/Scone,https://upload.wikimedia.org/wikipedia/commons/0/08/Scones_cream_jam.jpg,,,,,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Snack (Sweet)/Dessert
spotted dick,en-GB,"England, United Kingdom","pudding with suet pastry and dried vine fruits, usually served with custard",,https://en.wikipedia.org/wiki/Spotted_dick,https://upload.wikimedia.org/wikipedia/commons/1/18/SpottedDick.jpg,"spotted dog, railway cake",,,,,"🐄 Beef,⚠️ Egg,⚠️ Milk,⚠️ Wheat",Snack (Sweet)/Dessert
steak and kidney pie,en-GB,"England, United Kingdom","a savoury pie filled principally with a mixture of diced beef, diced kidney and onion",,https://en.wikipedia.org/wiki/Steak_and_kidney_pie,https://upload.wikimedia.org/wikipedia/commons/0/0a/Round_steak_and_kidney_pie_-_3.JPG,,,,,,"🐖 Pork,🐄 Beef,⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
yorkshire pudding,en-GB,"England, United Kingdom",a souffle batter baked in very hot oven,,https://en.wikipedia.org/wiki/Yorkshire_pudding,https://upload.wikimedia.org/wikipedia/commons/3/34/Traditional_Yorkshire_Pudding.jpg,,,,,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Side
bobó de camarão,pt-BR,Brazil,"a chowder-like dish of shrimp in a purée of manioc (or cassava) meal with coconut milk, herbs, ginger, and other ingredients",shrimp bobó,https://en.wikipedia.org/wiki/Bob%C3%B3_de_camar%C3%A3o,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bobo_a_Dish_from_Brazil.JPG,,,brazilian,,,⚠️ Shellfish,Main
galinhada,pt-BR,"Brazil, Goiás",a stew of rice with chicken,,https://en.wikipedia.org/wiki/Galinhada,https://upload.wikimedia.org/wikipedia/commons/7/7d/Galinhada.jpg,,,brazilian,,,🍗 Poultry,Main
moqueca,pt-BR,Brazil,"a stew typically made with shrimp or fish as a base with tomatoes, onions, garlic, lime and coriander

a",,https://en.wikipedia.org/wiki/Moqueca,https://upload.wikimedia.org/wikipedia/commons/6/6b/Moqueca.jpg,muqueca,,brazilian,,,"Seafood,⚠️ Shellfish",Main
mousse de maracujá,pt-BR,Brazil,a mousse made with passion fruit pulp and seeds,passion fruit mousse,https://en.wikipedia.org/wiki/Passion_fruit_mousse,https://upload.wikimedia.org/wikipedia/commons/6/64/Mousse_de_maracuj%C3%A1.jpg,,,brazilian,,,"⚠️ Egg,⚠️ Milk",Snack (Sweet)/Dessert
vatapá,pt-BR,Brazil,"an Afro-Brazilian dish made from bread, shrimp, coconut milk, finely ground peanuts and palm oil mashed into a creamy paste",,https://en.wikipedia.org/wiki/Vatap%C3%A1,https://upload.wikimedia.org/wikipedia/commons/1/11/Vatap%C3%A1.jpg,,,brazilian,,,"⚠️ Shellfish,Peanuts",Main
cassoulet,fr-FR,France,"rich, slow-cooked stew made with haricot beans, sausage, pork, mutton and preserved goose and aromatically spiced with garlic and herbs",,https://en.wikipedia.org/wiki/Cassoulet,https://upload.wikimedia.org/wikipedia/commons/a/a5/Bowl_of_cassoulet.JPG,,,french,,,"mutton,🐖 Pork",Main
chicken marengo,fr-FR,France,"chicken sautéed in oil with garlic and tomato, garnished with fried eggs and crayfish",,https://en.wikipedia.org/wiki/Chicken_Marengo,https://upload.wikimedia.org/wikipedia/commons/2/2c/Poulet_Marengo.jpg,,,french,,,⚠️ Shellfish,Main
gratin dauphinois,fr-FR,"France, Dauphiné","thinly sliced raw potatoes, milk or cream, and sometimes Gruyère cheese, cooked in a buttered dish rubbed with garlic",,https://en.wikipedia.org/wiki/Gratin_dauphinois,https://upload.wikimedia.org/wikipedia/commons/2/2a/Gratin_dauphinois.jpg,,,french,,,"⚠️ Milk,⚠️ Wheat,⚠️ Egg",Main
jambon-beurre,fr-FR,France,"a ham sandwich made of a fresh baguette sliced open, spread with butter, and filled with slices of ham",,https://en.wikipedia.org/wiki/Jambon-beurre,https://upload.wikimedia.org/wikipedia/commons/8/81/Sandwich_jambon-beurre.jpg,,,french,,,"🐖 Pork,⚠️ Wheat,⚠️ Egg,⚠️ Milk",Main
kouign-amann,fr-FR,France,"a round multi-layered cake, originally made with bread dough (nowadays sometimes viennoiserie dough), containing layers of butter and incorporated sugar, similar in fashion to puff pastry",,https://en.wikipedia.org/wiki/Kouign-amann,https://upload.wikimedia.org/wikipedia/commons/8/85/Kouignamann.JPG,,,french,,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Snack (Sweet)/Dessert
mendiant,fr-FR,France,a traditional French confection composed of a chocolate disk studded with nuts and dried fruits representing the four mendicant or monastic orders,,https://en.wikipedia.org/wiki/Mendiant,https://upload.wikimedia.org/wikipedia/commons/e/ea/Chocolate_Mendiants_12-20-09_--_20091220_0312jpg_%284201735363%29.jpg,,,french,,,"⚠️ Tree Nut,⚠️ Milk",Snack (Sweet)/Dessert
poulet chasseur,fr-FR,France,"sautéed chicken and a reduced chasseur sauce prepared using tomatoes, mushrooms, onions, white wine, brandy and tarragon",hunter's chicken,https://en.wikipedia.org/wiki/Chicken_chasseur,https://upload.wikimedia.org/wikipedia/commons/8/83/Hunter%27s_chicken_%282%29.jpg,"poulet à la chasseur, poulet sauté chasseur",,french,,,🍗 Poultry,Main
acquasale,it-IT,Italy,"stale bread topped with browned onions, tomatoes, peppers, eggs and served in a soup bowl",,https://en.wikipedia.org/wiki/Acquasale,https://upload.wikimedia.org/wikipedia/commons/4/4b/Acquasale.jpg,,,italian,,,"⚠️ Egg,⚠️ Wheat",Main
pasta con i peperoni cruschi,it-IT,Italy,"pasta with cruschi peppers, bread crumbs and cacioricotta cheese",,https://en.wikipedia.org/wiki/Pasta_con_i_peperoni_cruschi,https://upload.wikimedia.org/wikipedia/commons/f/fe/Pasta_peperoni_cruschi.jpg,,,italian,,,"⚠️ Egg,⚠️ Wheat",Side
pizza margherita,it-IT,"Italy, Naples","dough topped with San Marzano tomatoes, mozzarella cheese, fresh basil, salt, and extra-virgin olive oil and baked",,https://en.wikipedia.org/wiki/Pizza_Margherita,https://upload.wikimedia.org/wikipedia/commons/c/c8/Pizza_Margherita_stu_spivack.jpg,,,italian,,,"⚠️ Wheat,⚠️ Milk",Main
rafanata,it-IT,"Italy, Basilicata","a baked frittata made with horseradish, potato and cheese",,https://en.wikipedia.org/wiki/Rafanata,https://upload.wikimedia.org/wikipedia/commons/6/6b/Rafanata.jpg,,,italian,,,"⚠️ Egg,⚠️ Milk",Main
sartù di riso,it-IT,Italy,"rice seasoned with ragù, peas, pancetta, mushrooms, fior di latte or provola, meatballs, sausages, boiled eggs and, traditionally, with chicken livers, then baked and turned over",,https://en.wikipedia.org/wiki/Sart%C3%B9_di_riso,https://upload.wikimedia.org/wikipedia/commons/b/b3/Sart%C3%B9_di_riso_alla_napoletana-3.jpg,,,italian,,Can be served with or without ragù sauce,"🐄 Beef,🐖 Pork",Main
spaghetti alle vongole,it-IT,"Italy, Campania","spaghetti with clams cooked with a splash of wine, garlic, salt and pepper",spaghetti with clams,https://en.wikipedia.org/wiki/Spaghetti_alle_vongole,https://en.wikipedia.org/wiki/Spaghetti_alle_vongole#/media/File:Spaghetti_vongole_2.jpg,,,italian,,Can be made with the addition of tomatoes and basil (in rosso) or without (in bianco),⚠️ Shellfish,Main
struffoli,it-IT,"Italy, Naples","deep fried balls of sweet dough and mixed with honey with diavulilli (nonpareils sprinkles), cinnamon, and bits of orange rind",honey balls,https://en.wikipedia.org/wiki/Struffoli,https://upload.wikimedia.org/wikipedia/commons/4/44/Struffoli2.JPG,"scalilli, cicerchiata",,italian,,,,Snack (Sweet)/Dessert
bánh ít trần,vi-VN,Vietnam,"""naked"" small stuffed glutinous rice flour balls",,https://en.wikipedia.org/wiki/B%C3%A1nh_t%E1%BA%BB,https://upload.wikimedia.org/wikipedia/commons/f/f2/%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg,,,vietnamese,,,Rice,Snack (Savory)
bánh phu thê,vi-VN,Vietnam,rice with mung bean stuffing wrapped in a box made of pandan leaves,husband and wife cake,https://en.wikipedia.org/wiki/B%C3%A1nh_phu_th%C3%AA,https://upload.wikimedia.org/wikipedia/commons/7/7b/B%C3%A1nh_phu_th%C3%AA.jpg,bánh xu xê,,vietnamese,,served at weddings,Rice,Snack (Sweet)/Dessert
bánh tẻ,vi-VN,"Vietnam, Hanoi","small steamed rice cake wrapped with leaves of some local trees into a long, thin cylindrical shape, and boiled thoroughly",,https://en.wikipedia.org/wiki/B%C3%A1nh_t%E1%BA%BB,https://upload.wikimedia.org/wikipedia/commons/e/e3/Banh_te_My_Duc.png,,,vietnamese,,,"Rice,🐖 Pork",Side
bò lúc lắc,vi-VN,Vietnam,"beef sauteed with cucumber, lettuce, tomatoes, red onion, pepper, and soy sauce",shaking beef,https://en.wikipedia.org/wiki/Shaking_beef,https://upload.wikimedia.org/wikipedia/commons/7/78/Product_Shots_of_Food-Bo_Luc_Lac.jpg,,,vietnamese,,,🐄 Beef,Main
chả cá lã vọng,vi-VN,"Vietnam, Hanoi","hemibagrus (ca lang) cut into pieces and marinated in a turmeric, shrimp paste or fish sauce, ginger, and chili peppers then lightly grilled over charcoal and served n a hot pan coated with marinade sauce and herbs, particularly dill",,https://en.wikipedia.org/wiki/Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng,https://upload.wikimedia.org/wikipedia/commons/0/02/Cha_ca_La_Vong.jpg,,,vietnamese,,served with vermicelli noodles and peanuts,Peanuts,Main
chạo tôm,vi-VN,"Vietnam, Huế ",shrimp surimi (paste) grilled on a sugar cane stick,,https://en.wikipedia.org/wiki/Ch%E1%BA%A1o_t%C3%B4m,https://upload.wikimedia.org/wikipedia/commons/b/b2/Chao_tom.jpg,,,vietnamese,,,⚠️ Shellfish,Side
gà nướng sả,vi-VN,Vietnam,grilled chicken with lemon grass (sả),,https://en.wikipedia.org/wiki/G%C3%A0_n%C6%B0%E1%BB%9Bng_s%E1%BA%A3,https://upload.wikimedia.org/wikipedia/commons/b/b5/B%C3%BAn_with_Lemongrass_Chicken.jpg,,,vietnamese,,,🍗 Poultry,Main
mì quảng,vi-VN,"Vietnam, Quảng Nam",side rice noodles placed atop of a bed of fresh herbs in a bowl and topped with a small amount of seasoned broth and meat and garnished with peanuts and toasted sesame rice crackers(bánh tráng mè),,https://en.wikipedia.org/wiki/M%C3%AC_Qu%E1%BA%A3ng,https://upload.wikimedia.org/wikipedia/commons/5/57/M%C3%AC_Qu%E1%BA%A3ng%2C_Da_Nang%2C_Vietnam.jpg,,,vietnamese,,,"🐄 Beef,⚠️ Shellfish,⚠️ Fish,rice,Peanuts",Main
pho,vi-VN,Vietnam,"soup dish consisting of broth, rice noodles (bánh phở), herbs, and meat (usually beef (phở bò), sometimes chicken (phở gà))",,https://en.wikipedia.org/wiki/Pho,https://upload.wikimedia.org/wikipedia/commons/9/9f/Pho_bo_3.jpg,,,vietnamese,,,"🐄 Beef,🍗 Poultry,Rice",Main
แกงเขียวหวาน,th-TH,Thailand,"green chili paste (ground green chillies, shallots, garlic, galangal, lemongrass, kaffir lime leaves, cilantro roots (coriander), and cumin seeds, white peppercorns, shrimp paste and salt) cooked with coconut milk, meat, eggplant and basil",green curry,https://en.wikipedia.org/wiki/Green_curry,https://upload.wikimedia.org/wikipedia/commons/e/e5/Thai_green_chicken_curry_and_roti.jpg,,,,,,Seafood,Main
แกงป่า,th-TH,Thailand,"a curry without coconut milk and is typically made with a meat such as pork or chicken and seasoned with kaffir lime peel and leaves, lemongrass, green pepper corns, galangal, garlic, pea eggplant and chili",kaeng pa,https://en.wikipedia.org/wiki/Kaeng_pa,https://upload.wikimedia.org/wikipedia/commons/c/c1/Kaeng_phak_wan.JPG,,,,,,"🐖 Pork,🍗 Poultry",Main
ขนมหม้อแกง,th-TH,Thailand,"a dessert similar to egg custord or flan and made with coconut milk, eggs (either chicken or duck), palm sugar, white sugar, salt, shallots and a bit of oil",khanom mo kaeng,https://en.wikipedia.org/wiki/Khanom_mo_kaeng,https://upload.wikimedia.org/wikipedia/commons/9/9b/Mo_kaeng.jpg,,,,,,⚠️ Egg,Snack (Sweet)/Dessert
ข้าวต้ม,th-TH,Thailand,seasoned steamed sticky rice wrapped in banana leaves and can be made with a wide variety of savory or sweet fillings,khao tom,https://en.wikipedia.org/wiki/Khao_tom,https://upload.wikimedia.org/wikipedia/commons/8/85/Lao_cuisine_khaotom.jpg,,,,,,"Rice,🐖 Pork",Side
ข้าวผัด,th-TH,Thailand,"stir fried jasmine rice with meat, egg, onions and garlic and commonly seasoned with soy sauce, fish sauce, salt, sugar",khao phat,https://en.wikipedia.org/wiki/Thai_fried_rice,https://upload.wikimedia.org/wikipedia/commons/e/e6/Khao_phat_kraphao_mu.jpg,,,,,,"⚠️ Soy,🐖 Pork,Seafood,🍗 Poultry",Main
น้ำเงี้ยว,th-TH,"Thailand, Northern Thailand","fermented rice noodles served with pork blood tofu and raw vegetables, in a sauce made with pork broth and tomato, crushed fried dry chilies, chicken blood, dry fermented soy bean, and dried red kapok flowers",nam ngiao,https://en.wikipedia.org/wiki/Nam_ngiao,https://upload.wikimedia.org/wikipedia/commons/0/03/Khanom_chin_nam_ngiao.jpg,,,,,,"Rice,🐖 Pork,🍗 Poultry,Seafood",Main
ผัดกะเพรา,th-TH,Thailand,"meat seasoned with soy sauce, Thai fish sauce, oyster sauce (optional), cane sugar, and bird's eye chili, stir fried with Thai holy basil and garlic and served with rice and topped up (optional) with fried eggs or khai dao (Thai: ไข่ดาว)",phat kaphrao,https://en.wikipedia.org/wiki/Phat_kaphrao,https://upload.wikimedia.org/wikipedia/commons/a/ae/Basil_fried_crispy_pork_with_rice_-_Chiang_Mai_-_2017-07-11_%28002%29.jpg,,,,,,"🐄 Beef,🐖 Pork,🍗 Poultry,Seafood,Rice",Main
edikang ikong,en-NG,"Nigeria, Cross River State, Akwa Ibom State","a soup made with meat such as beef, dried fish, bush meat, crayfish, shaki (cow tripe), kanda, pumpkin leaves, water leaves, ugu, onion, periwinkle, palm oil, salt and pepper",,https://en.wikipedia.org/wiki/Edikang_ikong,https://upload.wikimedia.org/wikipedia/commons/a/a3/Edikaikong.JPG,edikangikong,,,,,"🐄 Beef,⚠️ Shellfish",Main
ewa aganyin,en-NG,Nigeria,"stew made of beans cooked until extremely soft and then mashed and additional ingredients such as bell peppers, onion, ginger, dried chilies and palm oil",,https://en.wikipedia.org/wiki/Ewa_Aganyin,https://upload.wikimedia.org/wikipedia/commons/f/f8/Aganyin_Beans_with_Plantain_and_Meat.jpg,ewa agoyin,,,,,,Snack (Savory)
fufu,en-NG,"Africa, Ghana, Nigeria, Angola, Benin, Cameroon, Central African Republic, Congo, Gabon, Guinea, Haiti, Ivory Coast, Mozambique, Liberia, Sierra Leone, Togo","a starchy vegetable, typically cassava, that has been boiled, pounded and then formed into balls",,https://en.wikipedia.org/wiki/Fufu,https://upload.wikimedia.org/wikipedia/commons/1/1f/Wrapped_fufu.jpg,"fufuo, foofoo, foufou","Fufu should be eaten with your hands and used to scoop up soup or stew. Pull a piece from the loaf with your right hand and hold it between your fingers, pressing slightly with your thumb to make a dent, so it will hold more food. It should be swallowed without chewing.",,,,,Side
jallof rice,en-NG,"Ghana, Nigeria, Sierra Leone, Liberia, Camaroon, Africa","dish typically made with long-grain rice, tomatoes, onions, spices, vegetables and meat in a single pot",,https://en.wikipedia.org/wiki/Jollof_rice,https://upload.wikimedia.org/wikipedia/commons/0/0a/Jollof_Rice_with_Stew.jpg,,,"african,west african,west africa",,,,Side
boquerones en vinagre,es-LA,Spain,anchovies marinated in vinegar and seasoned with garlic and parsley,anchovies in vinegar,https://en.wikipedia.org/wiki/Boquerones_en_vinagre,https://upload.wikimedia.org/wikipedia/commons/e/e4/Boquerones_en_vinagre.jpg,,,,,,,Snack (Savory)
chireta,es-LA,"Spain, Ribagorza, Sobrarbe, Somontano",a type of haggis with rice made in some Pyrenean regions,,https://en.wikipedia.org/wiki/Chireta,https://upload.wikimedia.org/wikipedia/commons/c/cc/Chiretas.jpg,,,,,,,Main
